,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
1862,Q291cnNlVHlwZTo3NDkw,ART,199,"This is a variable (1-4) unit Independent Study course sponsored by a ladder-rank Art Practice professor. This course is open to declared Art Practice majors in their third or fourth year, and requires consent of the faculty. This course can be taken as an Independent Study, and is also the course number for enrolling in the Worth Ryder Art Gallery Internship Program, the Honors Studio Program, and for Art Practice DeCal facilitation. This course does not count toward the upper division studio requirement for the Art Practice major.",Supervised Independent Study for Advanced Undergraduates,-1.0,,0,1.0,1,1,1-4,CourseType
1863,Q291cnNlVHlwZTozNjAz,HISTORY,118C,"This course addresses a twofold question: what did the 20th century mean for Japan? And what did Japan mean for the 20th century? In search of answers, we will trace Japan's emergence as a “world-shaper” in its two phases, military and economic, focusing on the institutional, social, and cultural transformations that were attendant to each phase and continue to define Japan’s presence in the contemporary world.",The Twentieth Century in Japan,3.398936170212766,B+,0,1.0,65,65,4.0,CourseType
1864,Q291cnNlVHlwZToxMzE3,CHM ENG,245,"Adsorption and kinetics of surface reactions; catalyst preparation and characterization; poisoning, selectivity, and empirical activity patterns in catalysis; surface chemistry, catalytic mechanisms and modern experimental techniques in catalytic research; descriptive examples of industrial catalytic systems. ",Catalysis,3.8628571428571425,A,8,0.6,12,20,3.0,CourseType
1865,Q291cnNlVHlwZToyMjA2NA==,CHEM,159,"This course will introduce concepts pertaining to the synthesis of modern polymers. We will focus on the major polymerization methods including step-growth, radical, anionic, cationic, ring-opening, and organometallic polymerizations with emphasis given to the mechanisms, kinetics, and thermodynamics of each polymerization method. More specialized topics such as “living” and “controlled” polymerizations, stereochemistry, and polymer sustainability will also be discussed in detail. Throughout the course we will emphasize the historical developments and people behind the advancements in the field of polymer science.
",Polymer Organic Chemistry,-1.0,,14,0.7083333333333334,34,48,3.0,CourseType
1866,Q291cnNlVHlwZToyMjA0NQ==,COMPSCI,365,"This is a course for aspiring Academic Interns (AIs). It provides pedagogical training and guidance to students by introducing them to the Big Ideas of Teaching and Learning, and how to put them into practice. The course covers what makes a safe learning environment, how students learn, how to guide students toward mastery, and psychosocial factors that can negatively affect even the best students and best teachers. Class covers both theoretical and practical pedagogical aspects of teaching STEM subjects—specifically Computer Science. An integral feature of the course lies in the weekly AI experience that students perform to practice their teaching skills.",Introduction to Instructional Methods in Computer Science for Academic Interns ,-1.0,,80,0.0,0,80,2-4,CourseType
1867,Q291cnNlVHlwZTo2MTc2,POL SCI,226A,"The creation, maintenance, transformation, and decay of international arrangements designed to manage or regulate interstate activities relating to trade, money, resource use, technology, and physical environment. ",International Political Economy,3.8624999999999994,A,6,0.6,9,15,4.0,CourseType
1868,Q291cnNlVHlwZToyMTY2MA==,THEATER,151,"This course examines a breadth of performance traditions from across the globe and from across the ages as they depart from, challenge, and influence each other as well as helping to shape the performances of today. How did religious beliefs, economic structures, social and kinship relations, or political histories produce the different shapes that performances have taken over the years and around the world? How did different communities and individuals understand performance as a way to remember, reflect, or change their societies? Students will learn how various performance forms responded to and were in dialogue with particular historical events. They will also develop historical and critical approaches to performance traditions.",Foundations in Performance History,3.171739130434782,B+,0,1.0,51,40,4.0,CourseType
1869,Q291cnNlVHlwZToyMTIw,ECON,298,"Seminars for the group of selected topics, which will vary from year to year. ",Directed Group Study for Graduates,-1.0,,175,0.0,0,175,1-4,CourseType
1870,Q291cnNlVHlwZToxNzM2,CY PLAN,260,"Community development, broadly defined as efforts to improve the quality of life in low-income communities, has existed in multiple forms for centuries.  However, in the 1950s and 1960s, the United States witnessed the development of a professionalized field of community development, encompassing a wide range of institutions, policies, and programs. This course provides students with an overview of the origins of the community development field and the key theories that motivate both practice and policy. Throughout the course, case studies will provide a real-world perspective on community development and how practitioners are working to create healthy and economically vibrant communities for all.",The Origins and Practice of Community Development,3.9773049645390075,A,0,1.0,30,30,3.0,CourseType
1871,Q291cnNlVHlwZToxNDc1NA==,BIO ENG,297,"This weekly seminar series invites speakers from the bioengineering community, as well as those in related fields, to share their work with our department and other interested parties on the Berkeley campus. The series includes our annual Bioengineering Distinguished Lecture and Rising Star lecture.",Bioengineering Department Seminar,-1.0,,98,0.14035087719298245,16,114,1.0,CourseType
1872,Q291cnNlVHlwZToyNjU3,ENGLISH,141,"Lectures and discussion on the crafts and/or processes of writing in various genres including fiction, poetry, creative nonfiction, etc. Topics for reading and writing assignments vary semester to semester.

 ","Modes of Writing (Exposition, Fiction, Verse, Etc.)",3.7241084881968853,A-,0,1.0,100,100,4.0,CourseType
1873,Q291cnNlVHlwZTo5NTMz,PHYSICS,5B,"Electric fields and potential, circuits, magnetism and induction. Introduction to optics including light propagation, reflection, refraction and interference. Intended for students with an interest in pursuing a major in physics, astrophysics, engineering physics, or related disciplines. Successor to the Physics H7 series. Continuation of 5A-5B-5C sequence.","Introductory Electromagnetism, Waves, and Optics",3.251299589603283,B+,8,0.9238095238095239,97,105,3.0,CourseType
1874,Q291cnNlVHlwZTozNDM=,ANTHRO,290,Required each term of all registered graduate students prior to their advancement to Ph.D. candidacy. ,Survey of Anthropological Research,-1.0,,15,0.6666666666666666,30,45,1.0,CourseType
